volume	quality	tv	internet	warehouse	price	sold_num	sold_ratio	income	return_rate	unit_price
10000	56	15000	75000	0	23	8418	0.8418	202505	1.607707929249515	11.24
10000	58	5000	75000	0	24	7858	0.7858	200898	1.5428761162492937	11.49
10000	55	13000	78000	0	24	7761	0.7761	198713	1.5622500826802161	11.12
10000	56	2000	75000	0	22	8858	0.8858	201294	1.6332135308966873	11.24
10000	58	15000	80000	0	24	8070	0.807	204768	1.5676450594129643	11.49
10000	57	10000	75000	0	22	9033	0.9033	204219	1.638556756618379	11.36
10000	57	3000	78000	0	22	9013	0.9013	203892	1.63958348577742	11.36
10000	57	10000	78000	0	23	8506	0.8506	204124	1.609650009360035	11.36
10000	58	3000	80000	0	21	9696	0.9696	205362	1.662243256227418	11.49
10000	60	4000	79000	0	24	8083	0.8083	205254	1.548634128414679	11.75
10000	55	6000	80000	0	22	8921	0.8921	202261	1.6519892452272404	11.12
10000	60	12000	77000	0	24	8134	0.8134	206179	1.551759183919728	11.75
10000	58	4000	75000	0	21	9607	0.9607	204005	1.6516681942495568	11.49
10000	58	0	75000	0	21	9560	0.956	203288	1.6482471834977028	11.49
10000	56	4000	80000	0	22	8982	0.8982	203325	1.6478722711773215	11.24
10000	59	6000	77000	0	24	7989	0.7989	203420	1.5477480447815573	11.62
10000	55	4000	78000	0	22	8858	0.8858	201226	1.6449964029411992	11.12
10000	56	9000	79000	0	21	9581	0.9581	203556	1.6730945379614008	11.24
10000	55	14000	78000	0	23	8383	0.8383	201800	1.615988418310223	11.12
10000	60	11000	77000	0	22	9321	0.9321	209051	1.6311879030525536	11.75
10000	58	6000	75000	0	23	8482	0.8482	203807	1.5948718840344425	11.49
10000	60	3000	78000	0	23	8663	0.8663	207104	1.5928613392822173	11.75
10000	58	6000	80000	0	22	9168	0.9168	206476	1.643058661755032	11.49
10000	59	2000	76000	0	24	7922	0.7922	202201	1.5402222513628796	11.62
10000	58	11000	80000	0	24	8026	0.8026	203965	1.5635679379129361	11.49
10000	60	3000	75000	0	24	7991	0.7991	203587	1.5364478940798234	11.75
10000	58	6000	76000	0	21	9650	0.965	204661	1.6555329820893065	11.49
10000	55	8000	75000	0	21	9406	0.9406	200829	1.6661819119125723	11.12
10000	59	15000	77000	0	21	9850	0.985	207722	1.6590722333607244	11.62
10000	56	7000	77000	0	22	8956	0.8956	202899	1.6431022723221211	11.24
10000	56	10000	76000	0	23	8384	0.8384	201914	1.6057897187228656	11.24
10000	57	15000	78000	0	21	9710	0.971	205557	1.671726457937221	11.36
