1 100 23.87
101 100 23.87
201 100 23.87
301 100 23.87
401 100 23.87
501 100 23.86
601 100 23.86
701 100 23.86
801 100 23.86
901 100 23.86
1001 100 23.86
1101 100 23.86
1201 100 23.85
1301 100 23.85
1401 100 23.85
1501 100 23.85
1601 100 23.85
1701 100 23.85
1801 100 23.85
1901 100 23.84
2001 100 23.84
2101 100 23.84
2201 100 23.84
2301 100 23.84
2401 100 23.84
2501 100 23.84
2501 100 23.84
2701 100 23.83
2801 100 23.83
2901 100 23.83
3001 100 23.83
3101 100 23.83
3201 100 23.83
3301 100 23.82
3401 100 23.82
3501 100 23.82
3601 100 23.82
3701 100 23.82
3801 100 23.82
3901 100 23.82
4001 100 23.81
4101 100 23.81
4201 100 23.81
4301 100 23.81
4401 100 23.81
4501 100 23.81
4601 100 23.81
4701 100 23.81
4801 100 23.80
4901 100 23.80
5001 100 23.80
5101 100 23.80
5201 100 23.80
5301 100 23.80
5401 100 23.80
5501 100 23.79
5601 100 23.79
5701 100 23.79
5801 100 23.79
5901 100 23.79
6001 100 23.79
6101 100 23.79
6201 100 23.79
6301 100 23.78
6401 100 23.78
6501 100 23.78
6601 100 23.78
6701 100 23.78
6801 100 23.78
6901 100 23.78
7001 100 23.78
7101 100 23.77
7201 100 23.77
7301 100 23.77
7401 100 23.77
7501 100 23.77
7601 100 23.77
7701 100 23.77
7801 100 23.76
7901 100 23.76
8001 100 23.76
8101 100 23.76
8201 100 23.76
8301 100 23.76
8401 100 23.76
8501 100 23.76
8601 100 23.75
8701 100 23.75
8801 100 23.75
8901 100 23.75
9001 100 23.75
9101 100 23.75
9201 100 23.75
9301 100 23.75
9401 100 23.75
9501 100 23.74
9601 100 23.74
9701 100 23.74
9801 100 23.74
9901 100 23.74
10001 100 23.74
10101 100 23.74
10201 100 23.74
10301 100 23.73
10401 100 23.73
10501 100 23.73
10601 100 23.73
10701 100 23.73
10801 100 23.73
10901 100 23.73
11001 100 23.73
11101 100 23.72
11201 100 23.72
11301 100 23.72
11401 100 23.72
11501 100 23.72
11601 100 23.72
11701 100 23.72
11801 100 23.72
11901 100 23.72
12001 100 23.71
12101 100 23.71
12201 100 23.71
12301 100 23.71
12401 100 23.71
12501 100 23.71
12601 100 23.71
12701 100 23.71
12801 100 23.71
12901 100 23.70
13001 100 23.70
13101 100 23.70
13201 100 23.70
13301 100 23.70
13401 100 23.70
13501 100 23.70
13601 100 23.70
13701 100 23.70
13801 100 23.69
13901 100 23.69
14001 100 23.69
14101 100 23.69
14201 100 23.69
14301 100 23.69
14401 100 23.69
14501 100 23.69
14601 100 23.69
14701 100 23.68
14801 100 23.68
14901 100 23.68
15001 100 23.68
15101 100 23.68
15201 100 23.68
15301 100 23.68
15401 100 23.68
15501 100 23.68
15601 100 23.68
15701 100 23.67
15801 100 23.67
15901 100 23.67
16001 100 23.67
16101 100 23.67
16201 100 23.67
16301 100 23.67
16401 100 23.67
16501 100 23.67
16601 100 23.67
16701 100 23.66
16801 100 23.66
16901 100 23.66
17001 100 23.66
17101 100 23.66
17201 100 23.66
17301 100 23.66
17401 100 23.66
17501 100 23.66
17601 100 23.66
17701 100 23.65
17801 100 23.65
17901 100 23.65
18001 100 23.65
18101 100 23.65
18201 100 23.65
18301 100 23.65
18401 100 23.65
18501 100 23.65
18601 100 23.65
18701 100 23.64
18801 100 23.64
18901 100 23.64
19001 100 23.64
19101 100 23.64
19201 100 23.64
19301 100 23.64
19401 100 23.64
19501 100 23.64
19601 100 23.64
19701 100 23.63
19801 100 23.63
19901 100 23.63
20001 100 23.63
20101 100 23.63
20201 100 23.63
20301 100 23.63
20401 100 23.63
